texte,domaine,priorite
j'ai cassé mon nez,MÉDICAL,Moyenne
le wifi a crashé,INFRA,Haute
des gens essaie de rentrer de force ma vie est en danger,POLICE,Moyenne
le réseau affiche une erreur 500,INFRA,Haute
quelqu'un a du sang partout ma vie est en danger,MÉDICAL,Haute
la forêt menace de s'écrouler aidez-moi,POMPIER,Moyenne
je saigne du doigt,MÉDICAL,Basse
l'hyperviseur est très lent,INFRA,Haute
un entrepot est en train de s'écrouler!,POMPIER,Moyenne
un inconnu a un fusil.,POLICE,Haute
une centrale nucléaire menace de s'écrouler aidez-moi,POMPIER,Moyenne
mon accès est bloqué,ACCÈS,Moyenne
il y a du feu chez moi,POMPIER,Haute
un inconnu me suit dans la rue aidez-moi,POLICE,Moyenne
mon login affiche une erreur,ACCÈS,Moyenne
le serveur a crashé,INFRA,Haute
un individu rode autour de la maison je suis en danger,POLICE,Moyenne
j'ai cassé mon nez,MÉDICAL,Moyenne
mon pc marche plus,MATÉRIEL,Basse
un individu me suit dans la rue.,POLICE,Moyenne
un inconnu me menace avec une arme je suis en danger,POLICE,Haute
ma souris marche plus,MATÉRIEL,Basse
ma femme a avalé du poison vite,MÉDICAL,Haute
un voleur essaie de rentrer de force je suis en danger,POLICE,Moyenne
mon fils a perdu un oeil!,MÉDICAL,Haute
une usine menace de s'écrouler vite,POMPIER,Moyenne
ma souris marche plus,MATÉRIEL,Basse
mon collègue a avalé du poison,MÉDICAL,Haute
ma femme a très mal au coeur vite,MÉDICAL,Haute
j'ai cassé mon bras ma vie est en danger,MÉDICAL,Moyenne
mon ex me menace avec une arme je suis en danger,POLICE,Haute
une maison menace de s'écrouler,POMPIER,Moyenne
je me suis fais tirer dessus,POLICE,Haute
un fou essaie de rentrer de force aidez-moi,POLICE,Moyenne
mon collègue a très mal au dos,MÉDICAL,Moyenne
je le nez cassé!,MÉDICAL,Moyenne
mon ami a cassé mon bras!,MÉDICAL,Moyenne
un tueur tire sur la foule,POLICE,Haute
le datacenter ne répond plus,INFRA,Haute
un batiment vient de tomber,POMPIER,Haute
le toit a pris feu.,POMPIER,Haute
le vpn me refuse l'accès,ACCÈS,Moyenne
il y a du feu chez moi,POMPIER,Haute
un pont est en train de s'écrouler!,POMPIER,Moyenne
ma vie est en danger,POLICE,Haute
le vidéoprojecteur est bloqué,MATÉRIEL,Basse
ma souris est mort,MATÉRIEL,Basse
mon ex rode autour de la maison ma vie est en danger,POLICE,Moyenne
le parking menace de s'écrouler je suis en danger,POMPIER,Moyenne
j'ai cassé mon nez,MÉDICAL,Moyenne
le serveur a fondu,INFRA,Haute
un gars essaie de me tuer aidez-moi,POLICE,Haute
mon pc fait un bruit bizarre,MATÉRIEL,Basse
un pont s'est effondré!,POMPIER,Haute
le vpn a été piraté,ACCÈS,Moyenne
le réseau a crashé,INFRA,Haute
une voiture menace de s'écrouler.,POMPIER,Moyenne
l'imprimante a un faux contact,MATÉRIEL,Basse
mon authentification affiche une erreur,ACCÈS,Moyenne
mon ami a très mal au dos!,MÉDICAL,Moyenne
mon écran marche plus,MATÉRIEL,Basse
j'ai du sang,MÉDICAL,Moyenne
une voiture menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
un individu rode autour de la maison aidez-moi,POLICE,Moyenne
mon ami a très mal au coeur aidez-moi,MÉDICAL,Haute
une maison brûle!,POMPIER,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
je me suis fais tirer dessus,POLICE,Haute
ma souris est cassé,MATÉRIEL,Basse
la forêt est en train de s'écrouler!,POMPIER,Moyenne
le vidéoprojecteur marche plus,MATÉRIEL,Basse
mon cœur me fait mal,MÉDICAL,Haute
la fibre est tombé,INFRA,Haute
mon authentification est expiré,ACCÈS,Moyenne
je cassé mon bras aidez-moi,MÉDICAL,Moyenne
mon clavier est cassé,MATÉRIEL,Basse
j'ai perdu ma jambe,MÉDICAL,Haute
le toit fuit du gaz vite,POMPIER,Haute
quelqu'un a le nez cassé vite,MÉDICAL,Moyenne
mon accès est verrouillé,ACCÈS,Moyenne
mon login a été piraté,ACCÈS,Moyenne
un pont a pris feu,POMPIER,Haute
au secours on me tire dessus,POLICE,Haute
mon accès affiche une erreur,ACCÈS,Moyenne
une maison menace de s'écrouler!,POMPIER,Moyenne
je très mal au dos vite,MÉDICAL,Moyenne
j'ai très mal au dos.,MÉDICAL,Moyenne
mon clavier est mort,MATÉRIEL,Basse
un gars essaie de rentrer de force je suis en danger,POLICE,Moyenne
un inconnu tire sur la foule aidez-moi,POLICE,Haute
une maison est rempli de fumée vite,POMPIER,Haute
mon login est verrouillé,ACCÈS,Moyenne
ma femme a perdu un oeil!,MÉDICAL,Haute
je saigne,MÉDICAL,Moyenne
il y a un gars qui m'a tirer dessus,POLICE,Haute
je le nez cassé,MÉDICAL,Moyenne
mon mot de passe n'est pas reconnu,ACCÈS,Moyenne
l'hyperviseur a une latence énorme,INFRA,Haute
il y a quelqu'un qui tire,POLICE,Haute
il y a quelqu'un qui tire,POLICE,Haute
une voiture fuit du gaz,POMPIER,Haute
la base de données est très lent,INFRA,Haute
mon cœur me fait mal,MÉDICAL,Haute
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
un gars a un couteau vite,POLICE,Haute
la fibre a crashé,INFRA,Haute
mon fils a très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
le datacenter est en panne,INFRA,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
je très mal au coeur ma vie est en danger,MÉDICAL,Haute
ma souris est cassé,MATÉRIEL,Basse
mon écran a un faux contact,MATÉRIEL,Basse
ma souris est cassé,MATÉRIEL,Basse
mon fils a cassé mon bras je suis en danger,MÉDICAL,Moyenne
mon collègue a fait un malaise,MÉDICAL,Haute
mon fils a le crâne ouvert je suis en danger,MÉDICAL,Haute
l'imprimante fait un bruit bizarre,MATÉRIEL,Basse
la forêt a été soufflé par une explosion,POMPIER,Haute
j'ai le nez cassé je suis en danger,MÉDICAL,Moyenne
le routeur est tombé,INFRA,Haute
une usine est en feu!,POMPIER,Haute
il y a un tueur en série,POLICE,Haute
mon compte a été piraté,ACCÈS,Moyenne
un voleur a un couteau ma vie est en danger,POLICE,Haute
un entrepot menace de s'écrouler vite,POMPIER,Moyenne
un homme essaie de rentrer de force,POLICE,Moyenne
un homme braque la banque vite,POLICE,Haute
un batiment est en train de s'écrouler!,POMPIER,Moyenne
il y a quelqu'un qui tire,POLICE,Haute
je me suis fais tirer dessus,POLICE,Haute
le vidéoprojecteur clignote sans arrêt,MATÉRIEL,Basse
un inconnu rode autour de la maison,POLICE,Moyenne
une usine a été soufflé par une explosion aidez-moi,POMPIER,Haute
je me suis fais tirer dessus,POLICE,Haute
un entrepot est en train de s'écrouler je suis en danger,POMPIER,Moyenne
un pont est rempli de fumée je suis en danger,POMPIER,Haute
mon ami a très mal au ventre.,MÉDICAL,Moyenne
un tueur me suit dans la rue,POLICE,Moyenne
mon ami a le nez cassé!,MÉDICAL,Moyenne
l'imprimante est bloqué,MATÉRIEL,Basse
le routeur est très lent,INFRA,Haute
l'hyperviseur est en panne,INFRA,Haute
j'ai du sang,MÉDICAL,Moyenne
ma souris d'ordinateur est morte,MATÉRIEL,Basse
un gars braque la banque,POLICE,Haute
mon mot de passe est expiré,ACCÈS,Moyenne
mon compte n'est pas reconnu,ACCÈS,Moyenne
un inconnu rode autour de la maison.,POLICE,Moyenne
mon ex me suit dans la rue je suis en danger,POLICE,Moyenne
une centrale nucléaire fuit du gaz aidez-moi,POMPIER,Haute
mon ex a un couteau,POLICE,Haute
ma souris est cassé,MATÉRIEL,Basse
une centrale nucléaire est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
j'ai du sang partout je suis en danger,MÉDICAL,Haute
un entrepot menace de s'écrouler vite,POMPIER,Moyenne
je saigne du doigt,MÉDICAL,Basse
un tueur essaie de me tuer vite,POLICE,Haute
mon fils a très mal au dos,MÉDICAL,Moyenne
le vidéoprojecteur marche plus,MATÉRIEL,Basse
mon coeur me fait mal,MÉDICAL,Haute
ma femme a très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
mon pc a l'écran fissuré,MATÉRIEL,Basse
ma souris marche plus,MATÉRIEL,Basse
le serveur a une latence énorme,INFRA,Haute
un voleur est entré par effraction je suis en danger,POLICE,Moyenne
l'imprimante fait un bruit bizarre,MATÉRIEL,Basse
il y a un braquage,POLICE,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
mon pc est mort,MATÉRIEL,Basse
le wifi est en panne,INFRA,Haute
un tueur m'a tiré dessus ma vie est en danger,POLICE,Haute
un inconnu est entré par effraction,POLICE,Moyenne
la base de données affiche une erreur 500,INFRA,Haute
je le bras arraché je suis en danger,MÉDICAL,Haute
je très mal au coeur,MÉDICAL,Haute
un fou est entré par effraction je suis en danger,POLICE,Moyenne
le datacenter est tombé,INFRA,Haute
le datacenter affiche une erreur 500,INFRA,Haute
mon compte n'est pas reconnu,ACCÈS,Moyenne
l'hyperviseur a fondu,INFRA,Haute
une maison est rempli de fumée aidez-moi,POMPIER,Haute
ma souris ne répond plus,MATÉRIEL,Basse
un fou me suit dans la rue vite,POLICE,Moyenne
une maison à exploser,POMPIER,Haute
mon mot de passe a été piraté,ACCÈS,Moyenne
une voiture menace de s'écrouler,POMPIER,Moyenne
quelqu'un a cassé mon bras vite,MÉDICAL,Moyenne
j'ai perdu un oeil aidez-moi,MÉDICAL,Haute
un tueur tire sur la foule.,POLICE,Haute
j'ai du sang,MÉDICAL,Moyenne
un fou essaie de rentrer de force!,POLICE,Moyenne
mon authentification n'est pas reconnu,ACCÈS,Moyenne
mon compte est bloqué,ACCÈS,Moyenne
mon login est bloqué,ACCÈS,Moyenne
je une grosse hémorragie,MÉDICAL,Haute
une centrale nucléaire est rempli de fumée aidez-moi,POMPIER,Haute
mon écran ne répond plus,MATÉRIEL,Basse
mon ex veut me poignarder ma vie est en danger,POLICE,Haute
mon ami a le bras arraché je suis en danger,MÉDICAL,Haute
mon authentification a été piraté,ACCÈS,Moyenne
mon collègue a perdu ma jambe je suis en danger,MÉDICAL,Haute
mon clavier a un faux contact,MATÉRIEL,Basse
le parking menace de s'écrouler,POMPIER,Moyenne
un batiment vient de tomber,POMPIER,Haute
mon compte est bloqué,ACCÈS,Moyenne
quelqu'un a très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
le serveur a une latence énorme,INFRA,Haute
des gens a sorti une arme ma vie est en danger,POLICE,Haute
j'ai du sang,MÉDICAL,Moyenne
mon téléphone est mort,MATÉRIEL,Basse
le vpn a été piraté,ACCÈS,Moyenne
un individu essaie de rentrer de force je suis en danger,POLICE,Moyenne
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
une centrale nucléaire menace de s'écrouler aidez-moi,POMPIER,Moyenne
un fou rode autour de la maison,POLICE,Moyenne
mon téléphone a un faux contact,MATÉRIEL,Basse
une maison fuit du gaz,POMPIER,Haute
le vpn est verrouillé,ACCÈS,Moyenne
le datacenter est en panne,INFRA,Haute
le routeur est en panne,INFRA,Haute
ma femme a perdu un oeil ma vie est en danger,MÉDICAL,Haute
un fou veut me poignarder vite,POLICE,Haute
un tueur me menace avec une arme vite,POLICE,Haute
le toit fuit du gaz!,POMPIER,Haute
le toit est en feu.,POMPIER,Haute
il y a du feu chez moi,POMPIER,Haute
le vpn tourne en boucle,ACCÈS,Moyenne
le toit fuit du gaz,POMPIER,Haute
un inconnu rode autour de la maison,POLICE,Moyenne
un inconnu essaie de rentrer de force je suis en danger,POLICE,Moyenne
j'ai cassé mon nez,MÉDICAL,Moyenne
il y a un tueur en série,POLICE,Haute
un fou me suit dans la rue aidez-moi,POLICE,Moyenne
quelqu'un me menace avec une arme ma vie est en danger,POLICE,Haute
la forêt menace de s'écrouler!,POMPIER,Moyenne
une centrale nucléaire fuit du gaz vite,POMPIER,Haute
la fibre ne répond plus,INFRA,Haute
un tueur essaie de rentrer de force je suis en danger,POLICE,Moyenne
mon pc est cassé,MATÉRIEL,Basse
le parking menace de s'écrouler vite,POMPIER,Moyenne
mon cœur me fait mal,MÉDICAL,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
mon ex est entré par effraction,POLICE,Moyenne
le vidéoprojecteur clignote sans arrêt,MATÉRIEL,Basse
ma femme a le nez cassé ma vie est en danger,MÉDICAL,Moyenne
quelqu'un rode autour de la maison,POLICE,Moyenne
mon pc est mort,MATÉRIEL,Basse
le parking est en train de s'écrouler,POMPIER,Moyenne
une centrale nucléaire vient d'exploser je suis en danger,POMPIER,Haute
un fou essaie de rentrer de force ma vie est en danger,POLICE,Moyenne
mon collègue a le crâne ouvert ma vie est en danger,MÉDICAL,Haute
mon fils a le bras arraché ma vie est en danger,MÉDICAL,Haute
mon accès est expiré,ACCÈS,Moyenne
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
le toit a été soufflé par une explosion je suis en danger,POMPIER,Haute
un individu rode autour de la maison vite,POLICE,Moyenne
une voiture menace de s'écrouler,POMPIER,Moyenne
une usine est en train de s'écrouler!,POMPIER,Moyenne
j'ai le bras arraché je suis en danger,MÉDICAL,Haute
des gens tire sur la foule ma vie est en danger,POLICE,Haute
ma souris est cassé,MATÉRIEL,Basse
mon collègue a très mal au dos je suis en danger,MÉDICAL,Moyenne
mon ami a perdu ma jambe vite,MÉDICAL,Haute
mon casque est mort,MATÉRIEL,Basse
un tueur essaie de rentrer de force,POLICE,Moyenne
mon coeur me fait mal,MÉDICAL,Haute
quelqu'un a cassé mon bras!,MÉDICAL,Moyenne
l'imprimante marche plus,MATÉRIEL,Basse
mon ami a perdu ma jambe!,MÉDICAL,Haute
le toit est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
mon accès ne marche plus,ACCÈS,Moyenne
mon pc ne s'allume pas,MATÉRIEL,Basse
mon fils a du sang partout.,MÉDICAL,Haute
ma femme a très mal au dos.,MÉDICAL,Moyenne
mon ami a très mal au dos je suis en danger,MÉDICAL,Moyenne
ma femme a du mal à respirer je suis en danger,MÉDICAL,Haute
un voleur a un couteau!,POLICE,Haute
un individu essaie de rentrer de force aidez-moi,POLICE,Moyenne
la webcam est cassé,MATÉRIEL,Basse
je me suis fais tirer dessus,POLICE,Haute
mon accès est bloqué,ACCÈS,Moyenne
le réseau a fondu,INFRA,Haute
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
mon fils a très mal au dos vite,MÉDICAL,Moyenne
un entrepot a été soufflé par une explosion vite,POMPIER,Haute
mon collègue a perdu un oeil,MÉDICAL,Haute
un batiment est en train de s'écrouler,POMPIER,Moyenne
au secours on me tire dessus,POLICE,Haute
une centrale nucléaire est en train de s'écrouler.,POMPIER,Moyenne
un batiment vient de tomber,POMPIER,Haute
un tueur rode autour de la maison ma vie est en danger,POLICE,Moyenne
ma femme a fait un malaise ma vie est en danger,MÉDICAL,Haute
un gars a un fusil ma vie est en danger,POLICE,Haute
mon collègue a le nez cassé vite,MÉDICAL,Moyenne
mon ami a fait un malaise ma vie est en danger,MÉDICAL,Haute
mon collègue a une grosse hémorragie,MÉDICAL,Haute
j'ai très mal au dos!,MÉDICAL,Moyenne
la webcam fait un bruit bizarre,MATÉRIEL,Basse
ma souris est bloqué,MATÉRIEL,Basse
quelqu'un a le crâne ouvert ma vie est en danger,MÉDICAL,Haute
le parking menace de s'écrouler aidez-moi,POMPIER,Moyenne
une maison brûle vite,POMPIER,Haute
un immeuble vient d'exploser!,POMPIER,Haute
mon ex m'a tiré dessus,POLICE,Haute
le datacenter ne répond plus,INFRA,Haute
mon fils a le nez cassé.,MÉDICAL,Moyenne
un entrepot menace de s'écrouler aidez-moi,POMPIER,Moyenne
le parking a pris feu ma vie est en danger,POMPIER,Haute
mon fils a le nez cassé.,MÉDICAL,Moyenne
j'ai perdu ma jambe,MÉDICAL,Haute
mon ex est entré par effraction je suis en danger,POLICE,Moyenne
le réseau est très lent,INFRA,Haute
quelqu'un est entré par effraction je suis en danger,POLICE,Moyenne
mon écran fait un bruit bizarre,MATÉRIEL,Basse
la forêt est rempli de fumée.,POMPIER,Haute
un batiment menace de s'écrouler,POMPIER,Moyenne
le datacenter est tombé,INFRA,Haute
mon fils a une grosse hémorragie vite,MÉDICAL,Haute
un immeuble est en train de s'écrouler je suis en danger,POMPIER,Moyenne
ma femme a très mal au ventre.,MÉDICAL,Moyenne
ma souris est cassé,MATÉRIEL,Basse
une usine a été soufflé par une explosion ma vie est en danger,POMPIER,Haute
un individu me suit dans la rue.,POLICE,Moyenne
un voleur a un couteau aidez-moi,POLICE,Haute
une maison à exploser,POMPIER,Haute
un homme essaie de rentrer de force aidez-moi,POLICE,Moyenne
une maison à exploser,POMPIER,Haute
une maison vient d'exploser je suis en danger,POMPIER,Haute
mon compte me refuse l'accès,ACCÈS,Moyenne
un voleur me suit dans la rue.,POLICE,Moyenne
l'imprimante a un faux contact,MATÉRIEL,Basse
mon mot de passe a été piraté,ACCÈS,Moyenne
la forêt a pris feu ma vie est en danger,POMPIER,Haute
la fibre est en panne,INFRA,Haute
une usine est en feu je suis en danger,POMPIER,Haute
mon téléphone fait un bruit bizarre,MATÉRIEL,Basse
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
mon collègue a très mal au dos vite,MÉDICAL,Moyenne
je très mal au dos!,MÉDICAL,Moyenne
un batiment est en train de s'écrouler je suis en danger,POMPIER,Moyenne
des gens rode autour de la maison.,POLICE,Moyenne
le vidéoprojecteur ne s'allume pas,MATÉRIEL,Basse
un batiment menace de s'écrouler.,POMPIER,Moyenne
mon ami a du mal à respirer vite,MÉDICAL,Haute
le toit est en train de s'écrouler!,POMPIER,Moyenne
je me suis fais tirer dessus,POLICE,Haute
un voleur me menace avec une arme!,POLICE,Haute
mon pc est cassé,MATÉRIEL,Basse
mon authentification me refuse l'accès,ACCÈS,Moyenne
ma session affiche une erreur,ACCÈS,Moyenne
la fibre ne répond plus,INFRA,Haute
ma femme a le crâne ouvert vite,MÉDICAL,Haute
mon téléphone est mort,MATÉRIEL,Basse
au secours on me tire dessus,POLICE,Haute
j'ai une grosse hémorragie vite,MÉDICAL,Haute
un gars est entré par effraction ma vie est en danger,POLICE,Moyenne
mon ami a une grosse hémorragie!,MÉDICAL,Haute
mon clavier est cassé,MATÉRIEL,Basse
une voiture est en train de s'écrouler.,POMPIER,Moyenne
le datacenter a une latence énorme,INFRA,Haute
au secours on me tire dessus,POLICE,Haute
mon coeur me fait mal,MÉDICAL,Haute
ma souris est cassé,MATÉRIEL,Basse
le toit a pris feu je suis en danger,POMPIER,Haute
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
mon casque fait un bruit bizarre,MATÉRIEL,Basse
mon collègue a très mal au coeur.,MÉDICAL,Haute
un individu a un couteau ma vie est en danger,POLICE,Haute
une maison est en train de s'écrouler je suis en danger,POMPIER,Moyenne
ma session me refuse l'accès,ACCÈS,Moyenne
le réseau affiche une erreur 500,INFRA,Haute
un inconnu est entré par effraction je suis en danger,POLICE,Moyenne
la forêt a été soufflé par une explosion!,POMPIER,Haute
mon pc est mort,MATÉRIEL,Basse
mon casque ne répond plus,MATÉRIEL,Basse
la webcam est bloqué,MATÉRIEL,Basse
un tueur rode autour de la maison!,POLICE,Moyenne
mon collègue a du sang partout vite,MÉDICAL,Haute
ma vie est en danger,POLICE,Haute
mon ami a du sang partout je suis en danger,MÉDICAL,Haute
une central nucléaire vient d'exploser,POMPIER,Haute
le wifi affiche une erreur 500,INFRA,Haute
une maison s'est effondré je suis en danger,POMPIER,Haute
quelqu'un a très mal au dos.,MÉDICAL,Moyenne
mon accès a été piraté,ACCÈS,Moyenne
le toit est en train de s'écrouler,POMPIER,Moyenne
il y a quelqu'un qui tire,POLICE,Haute
un fou m'a tiré dessus.,POLICE,Haute
