texte,domaine,statut_friction,question_bot,impact_cible,urgence_cible
Mon mari m'a agressé avec une arme à feu au 5 rue de la paix,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Ma femme ai une petite coupure la main,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la main), mais à quelle adresse êtes-vous ?",1,1
Une explosion,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon père ai gonflé le dos au centre commercial,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un ami menace avec au 5 rue de la paix,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Un passant fait une overdose,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Plus d'accès internet timeout à l'agence,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Ma mère ai une crise d'épilepsie au centre commercial,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Ma mère ai un bleu au 10 rue de la République,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Je ne respire plus,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma mère fait un choc anaphylactique,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un collègue cambriole avec un couteau sur le parking du supermarché,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Base de données plantée,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon enfant ai une douleur aiguë la tête au 3ème étage du bâtiment B,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un collègue me suis écorché devant la gare,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon père ai un rhume à Paris,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Ma mère ai gonflé à Paris,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Mon père ai une crise d'épilepsie le crâne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le crâne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Mon mari se vide de son sang au 10 rue de la République,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Je menace avec devant la gare,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Plus d'accès internet,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Un passant cambriole avec une arme à feu à Paris,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Mon fils ai une ampoule l'orteil devant la gare,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Un collègue frappe avec une arme à feu au 10 rue de la République,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Une fuite de gaz à la mairie,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Le serveur est en panne au datacenter,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Ma mère ai un bleu le doigt au 10 rue de la République,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Un passant ai gonflé le dos,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le dos. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un passant me suis écorché le bras,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le bras), mais à quelle adresse êtes-vous ?",1,1
Un toit s'est effondré au lac,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Un ami menace avec avec un couteau devant la gare,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Ma femme me suis écorché l'orteil,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (l'orteil), mais à quelle adresse êtes-vous ?",1,1
Ma mère ai une douleur aiguë le cou,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le cou. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un passant ai très mal dans la forêt,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Mon fils tousse un peu sur le parking du supermarché,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Ma femme me suis cassé le ventre,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le ventre. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Mon mari ai un rhume dans la forêt,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Un ami me suis écorché le genou devant la gare,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon fils ai une petite coupure la main,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la main), mais à quelle adresse êtes-vous ?",1,1
Ma mère est inconscient,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un ami ai fait une chute grave au croisement de la rue jean jaurès,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Un ami fait un arrêt cardiaque,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Mon fils est inconscient au 5 rue de la paix,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Je me suis écorché l'orteil sur l'autoroute A81,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon fils cambriole avec une barre de fer,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Mon père poursuit avec une barre de fer,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Un collègue ai fait une chute grave la poitrine,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la poitrine. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un collègue ai très mal le cou chez moi au 12 avenue foch,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon mari ai une ampoule le bras au 5 rue de la paix,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Ma femme poursuit à Rennes,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Un collègue est inconscient au 5 rue de la paix,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Ransomware détecté au bureau 302,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Mon enfant ai fait une chute grave la colonne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la colonne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Ma mère frappe avec une barre de fer,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Le serveur est en panne au siège,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Le serveur est en panne,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Il y a un incendie dans la forêt,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Ma mère ai une petite coupure la main à Paris,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon enfant frappe devant la gare,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Il y a un incendie chez moi au 12 avenue foch,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Un ami fait un arrêt cardiaque,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma mère ai gonflé le cou au 10 rue de la République,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Ma femme frappe dans le métro ligne 4,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Mon fils ai un bleu au 3ème étage du bâtiment B,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon mari tousse un peu la main au 5 rue de la paix,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Ma femme ai une douleur aiguë la poitrine à Rennes,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon fils frappe au centre commercial,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Base de données plantée,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon fils ai très mal la poitrine au centre commercial,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Ma femme tousse un peu au 3ème étage du bâtiment B,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Je me suis pincé le bras sur l'autoroute A81,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Ma femme frappe avec une arme à feu,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Base de données plantée au datacenter,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Ma femme m'a volé avec une batte dans le métro ligne 4,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Il y a un incendie,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon fils ai une petite coupure l'orteil,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (l'orteil), mais à quelle adresse êtes-vous ?",1,1
Ma mère ai très mal au lac,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Mon enfant est inconscient,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma mère me suis cassé la poitrine,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la poitrine. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Mon fils ai très mal la poitrine,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la poitrine. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Une fuite de gaz,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Base de données plantée écran bleu au siège,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Ma mère ai un bleu au croisement de la rue jean jaurès,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Une fuite de gaz sur le parking du supermarché,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Un ami frappe avec une barre de fer dans la forêt,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Ma femme est inconscient dans la forêt,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Plus d'accès internet timeout au datacenter,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Je fait un arrêt cardiaque,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Impossible de se connecter au siège,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Plus d'accès internet,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon enfant ai fait une chute grave au 3ème étage du bâtiment B,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Je ai une douleur aiguë le dos sur l'autoroute A81,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un passant ai un rhume la main sur le parking du supermarché,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Une fuite de gaz au 5 rue de la paix,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Ma mère fait un arrêt cardiaque,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un collègue ai une douleur aiguë au 10 rue de la République,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Ransomware détecté au datacenter,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Impossible de se connecter,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Un crash à Rennes,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Un passant fait un choc anaphylactique au 10 rue de la République,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Mon enfant fait une overdose au centre commercial,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Mon mari est inconscient au 5 rue de la paix,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Une explosion au 5 rue de la paix,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Une fuite de gaz au croisement de la rue jean jaurès,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Mon mari me suis cassé la tête devant la gare,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon père ai un bleu l'orteil sur le parking du supermarché,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Plus d'accès internet à l'agence,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Mon fils cambriole avec un pistolet,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Un ami me suis cassé la colonne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la colonne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Je ai fait une chute grave le dos à l'école primaire,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Base de données plantée au siège,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Ma mère me suis écorché sur l'autoroute A81,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Je ai gonflé devant la gare,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Ma mère ai une fracture ouverte le cou,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le cou. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Mon fils tousse un peu à Rennes,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon père ai très mal la colonne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la colonne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Je ai une fracture ouverte à Rennes,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Ma femme ai une crise d'épilepsie devant la gare,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Mon père tousse un peu à la mairie,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon mari s'étouffe,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Je ai une petite coupure la cheville,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la cheville), mais à quelle adresse êtes-vous ?",1,1
Je s'étouffe,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Je fait un arrêt cardiaque,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Mon père ai gonflé la colonne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la colonne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
