texte,label,priorite
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Manifestation non déclarée avec dégradations - rue de la Paix, Marseille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - secteur centre, Marseille",POLICE,HAUTE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lyon",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - rue de la Paix, Marseille",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Marseille",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lyon",POMPIER,MOYENNE
"Manifestation non déclarée avec dégradations - avenue de la République, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - avenue de la République, Lyon",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - avenue de la République, Bordeaux",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - secteur centre, Bordeaux",POMPIER,HAUTE
"Différend familial violent avec menaces - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Paris",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - avenue de la République, Marseille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Paris",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Différend familial violent avec menaces - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - secteur centre, Lille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - secteur centre, Paris",POLICE,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Différend familial violent avec menaces - rue de la Paix, Lyon",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Bordeaux",POMPIER,BASSE
"Manifestation non déclarée avec dégradations - avenue de la République, Bordeaux",POLICE,MOYENNE
"Différend familial violent avec menaces - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - rue de la Paix, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - zone industrielle, Lille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Bordeaux",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Bordeaux",POMPIER,BASSE
"Cambriolage en cours signalé par un voisin - zone industrielle, Paris",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lyon",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - secteur centre, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Paris",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Lyon",POLICE,BASSE
"Véhicule suspect stationné devant une banque - rue de la Paix, Marseille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Bordeaux",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Bordeaux",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - avenue de la République, Marseille",POLICE,HAUTE
"Cambriolage en cours signalé par un voisin - zone industrielle, Lyon",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Lyon",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Lille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Lyon",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Marseille",POLICE,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lyon",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Bordeaux",POMPIER,HAUTE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Paris",POLICE,BASSE
"Inondation de sous-sol après orage violent - secteur centre, Marseille",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - avenue de la République, Lyon",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Lyon",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lille",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Paris",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - secteur centre, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - avenue de la République, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Différend familial violent avec menaces - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - secteur centre, Paris",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - rue de la Paix, Lille",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Bordeaux",POMPIER,BASSE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lille",POLICE,BASSE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Marseille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Marseille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - rue de la Paix, Lille",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Bordeaux",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Différend familial violent avec menaces - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Lyon",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - avenue de la République, Marseille",POLICE,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Lille",POLICE,BASSE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - secteur centre, Lille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - avenue de la République, Bordeaux",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lyon",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Marseille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - rue de la Paix, Lyon",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Paris",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Lille",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Lyon",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - secteur centre, Lille",POLICE,HAUTE
"Inondation de sous-sol après orage violent - secteur centre, Bordeaux",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Différend familial violent avec menaces - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Manifestation non déclarée avec dégradations - secteur centre, Marseille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Lille",POLICE,BASSE
"Véhicule suspect stationné devant une banque - rue de la Paix, Lille",POLICE,BASSE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - avenue de la République, Bordeaux",POLICE,HAUTE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Bordeaux",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Bordeaux",POLICE,BASSE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lyon",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - zone industrielle, Marseille",POLICE,BASSE
"Manifestation non déclarée avec dégradations - zone industrielle, Marseille",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - secteur centre, Marseille",POMPIER,HAUTE
"Différend familial violent avec menaces - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lille",POLICE,BASSE
"Manifestation non déclarée avec dégradations - secteur centre, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - secteur centre, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Marseille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Lille",POMPIER,BASSE
"Feu de poubelle se propageant à un véhicule - secteur centre, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Inondation de sous-sol après orage violent - zone industrielle, Lille",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Lille",POMPIER,BASSE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Marseille",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Paris",POMPIER,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Bordeaux",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lyon",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - zone industrielle, Lyon",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - rue de la Paix, Paris",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Lille",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - secteur centre, Bordeaux",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lyon",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - secteur centre, Marseille",POMPIER,BASSE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - secteur centre, Marseille",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - zone industrielle, Bordeaux",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Bordeaux",POLICE,HAUTE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lyon",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lyon",POLICE,HAUTE
"Véhicule suspect stationné devant une banque - rue de la Paix, Paris",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - avenue de la République, Lille",POLICE,HAUTE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lyon",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Paris",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Paris",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lyon",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Bordeaux",POMPIER,BASSE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Paris",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - secteur centre, Marseille",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - secteur centre, Lyon",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Bordeaux",POMPIER,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Marseille",POMPIER,HAUTE
"Différend familial violent avec menaces - rue de la Paix, Paris",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Lille",POLICE,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Lille",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Paris",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Paris",POMPIER,BASSE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Lyon",POMPIER,BASSE
"Fuite de gaz suspecte dans une cave - zone industrielle, Lyon",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Paris",POLICE,BASSE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - rue de la Paix, Lille",POLICE,BASSE
"Inondation de sous-sol après orage violent - rue de la Paix, Marseille",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Paris",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Lyon",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - secteur centre, Paris",POLICE,HAUTE
